State,Metropolitan Area,Masjid Name,Masjid Location,Phone Number
Pennsylvania,Philadelphia Metro,Albanian American Muslim Society,"157 West Girard Avenue, Philadelphia, PA",(215) 639-0217
Pennsylvania,Philadelphia Metro,Philadelphia Masjid,"4700 Wyalusing Avenue, Philadelphia, PA",(215) 877-8600
Pennsylvania,Philadelphia Metro,Masjid Al-Hashr,"2823 North 22nd Street, Philadelphia, PA",(215) 471-5526
Pennsylvania,Philadelphia Metro,Masjid Muhajadeen,"413 South 60th Street, Philadelphia, PA",(215) 471-5526
Pennsylvania,Philadelphia Metro,Masjid As Sabiqun,"1105 Concord Avenue, Chester, PA",(610) 490-1757
Pennsylvania,Philadelphia Metro,Islamic Society of Greater Valley Forge,"958 North Valley Forge Road, Devon, PA",(610) 688-2209
Pennsylvania,Philadelphia Metro,Masjid Al-Birr Wat Taqwa,"23 South 52nd Street, Philadelphia, PA",(215) 747-3136
Pennsylvania,Philadelphia Metro,Masjid Ahlil Hadeeth,"6711 Woodland Avenue, Philadelphia, PA",(215) 724-1169
Pennsylvania,Philadelphia Metro,Masjid Al-Tawheed,"3027 North 22nd Street, Philadelphia, PA",(215) 229-3586
Pennsylvania,Philadelphia Metro,North Penn Mosque,"600 Maple Avenue, Lansdale, PA",(267) 808-4906
Pennsylvania,Philadelphia Metro,Faith Unity Community Center,"5961 Bensalem Boulevard, Bensalem, PA",(215) 633-8337
Pennsylvania,Philadelphia Metro,Masjid al Noor,"518 Green Street, Norristown, PA",(610) 277-3201
Pennsylvania,Philadelphia Metro,ICPIC New Africa Center,"4243 Lancaster Avenue, Philadelphia, PA",(215) 222-0520
Pennsylvania,Philadelphia Metro,Masjid Taqwa,"7918 Frankford Avenue, Philadelphia, PA",(215) 332-4220
Pennsylvania,Philadelphia Metro,Islamic Center of Chester,"14 East 7th Street, Chester, PA",(610) 876-1270
Pennsylvania,Philadelphia Metro,Al-Aqsa Islamic Society,"1501 Germantown Avenue, Philadelphia, PA",(215) 765-2743
Pennsylvania,Philadelphia Metro,AICC Mosque,"2400 South 63rd Street, Philadelphia, PA",(215) 727-0404
Pennsylvania,Philadelphia Metro,United Muslim Islamic Center,"1251 Point Breeze Avenue, Philadelphia, PA",(215) 467-1665
Pennsylvania,Philadelphia Metro,Anjuman E Fakhri,"293 Conchester Highway, Glen Mills, PA",(610) 400-8352
Pennsylvania,Philadelphia Metro,Al-Quran Center,"53 Long Lane, Upper Darby, PA",(610) 864-4328
Pennsylvania,Philadelphia Metro,Masjid Muhammad of Philadelphia,"414 East Penn Street, Philadelphia, PA",(215) 849-9112
Pennsylvania,Philadelphia Metro,Muslim American Society in Piladelphia,"123 East Luzerne Street, Philadelphia, PA",(215) 457-0300
Pennsylvania,Philadelphia Metro,Northeast Islamic Center,"1421 Tyson Avenue, Philadelphia, PA",(267) 597-9733
Pennsylvania,Philadelphia Metro,Islamic Association of Bucks & Montgomery County,"122 North York Road, Hatboro, PA",(215) 939-3461
Pennsylvania,Philadelphia Metro,Masjid Omar,"51 South State Road, Upper Darby, PA",(215) 383-0630
Pennsylvania,Philadelphia Metro,Upper Darby Islamic Center,"201 South 69th Street, Upper Darby, PA",(610) 352-4313
Pennsylvania,Philadelphia Metro,Masjid al-Jamia,"4228 Walnut Street, Philadelphia, PA",(215) 386-3770
Pennsylvania,Philadelphia Metro,Islamic Society of Chester County,"1001 South Pottstown Pike, West Chester, PA",(610) 344-9488
Pennsylvania,Philadelphia Metro,Masjid Muqbil bin Hadee,"2735 West Allegheny Avenue, Philadelphia, PA",(215) 225-1725
Pennsylvania,Pittsburgh Metro,MCC of Greater Pittsburgh,"233 Seaman Lane, Monroeville, PA",(412) 373-0101
Pennsylvania,Pittsburgh Metro,Muslim Association of Greater Pittsburgh,"11676 Perry Highway, Suite 2200, Wexford, PA",(412) 253-0578
Pennsylvania,Pittsburgh Metro,"Islamic Center of Indiana, PA","2835 West Pike Road, Indiana, PA",(724) 349-6170
Pennsylvania,Pittsburgh Metro,Islamic Center of Western Pennsylvania,"550 Warrendale Bayne Road, Wexford, PA",(724) 719-2819
Pennsylvania,Pittsburgh Metro,Masjid Al-Awwal,"1911 Wylie Avenue, Pittsburgh, PA",(412) 434-7979
Pennsylvania,Pittsburgh Metro,Islamic Center of Pittsburgh,"4100 Bigelow Blvd., Pittsburgh, PA",(412) 682-5555
Pennsylvania,Pittsburgh Metro,Attawheed Islamic Center,"401 Washington Avenue, Carnegie, PA",(412) 531-4131
Pennsylvania,Pittsburgh Metro,Islamic Center of Ambridge,"300 Maplewood Avenue, Ambridge, PA",(917) 940-8990
Pennsylvania,Pittsburgh Metro,Muslim Association of Greater Pittsburgh,"5725 North Montour Road, Gibsonia, PA",(412) 253-0578
Pennsylvania,Pittsburgh Metro,Masjid Al-Mu'min,"537 Paulson Avenue, Pittsburgh, PA",(412) 363-1237
Pennsylvania,Pittsburgh Metro,An-Nur Islamic Center,"1017 Center Street, Pittsburgh, PA",(412) 371-1833
Puerto Rico,East,Islamic Center of Aguadilla,"Carretera 111, Aguadilla, Puerto Rico",(787) 226-3326
Puerto Rico,North,Islamic Center of Montehiedra,"9329 Camino Luciano Vasquez, Montehiedra, San Juan, Puerto Rico",(787) 502-2313
Puerto Rico,North,Islamic Center of Puerto Rico,"215 Padre Colón Street, Rio Piedras, San Juan, Puerto Rico",(787) 766-1235
Puerto Rico,North,Islamic Center of Vega Alta,"Calle Caiman, Vega Alta, Puerto Rico",(787) 472-0400
Puerto Rico,South,Islamic Center of Ponce,"7 Luna Street, Ponce, Puerto Rico",(787) 515-7111
Puerto Rico,West,Centro Islámico de Fajardo,"AA14 Calle 1, Monte Brisa 2, Fajardo, Puerto Rico",(787) 215-5777
Puerto Rico,West,Islamic Center of Jayuya,", Jayuya, Puerto Rico",(787) 614-8278
Rhode Island,Providence,Masjid Al-Islam,"40 Sayles Hill Road, North Smithfield, RI",(401) 762-0107
Rhode Island,Providence,Zumratul Jannat Mosque,"801 Elmwood Avenue, Providence, RI",(401) 461-8452
Rhode Island,Providence,Islamic Center of Rhode Island,"39 Haskins Street, Providence, RI",(401) 274-3986
Rhode Island,Providence,Muslim Community Center of Rhode Island,"232 Pavilion Avenue, Providence, RI",(401) 941-3148
Rhode Island,Providence,Muslim American Da'wah Center,"247 Lockwood Street, Providence, RI",(401) 861-8896
Rhode Island,Providence,Masjid Al-Rahman ,"18 Dunnell Lane, Pawtucket, RI",(401) 729-0745
South Carolina,Charleston,Central Mosque of Charleston,"1082 King Street, Charleston, SC",(843) 720-8614
South Carolina,Charleston,Masjid Al-Furqan Islamic Center,"249 Rutledge Avenue, Charleston, SC",(843) 720-8614
South Carolina,Charleston,Masjid Muhajirun wal Ansar,"1020 Old US 52, Moncks Corner, SC",(843) 899-5500
South Carolina,Columbia,Masjid Noor Ul Huda,"517 Winmet Drive, Columbia, SC",(803) 754-2632
South Carolina,Columbia,Masjid Al Taqwa,"399 Summers Avenue, Orangeburg, SC",(803) 539-2024
South Carolina,Columbia,Islamic Center of Columbia,"1929 Gervais Street, Columbia, SC",(803) 254-7242
South Carolina,Columbia,Islamic Center of South Carolina,"1705 Cherry Road, Rock Hill, SC",(803) 207-3602
South Carolina,Columbia,Masjid Muqarrabun,"485 East Liberty Street, Sumter, SC",(803) 773-3919
South Carolina,Columbia,Mosque of Holy Quran,"6411 Shakespeare Road, Columbia, SC",(803) 743-7232
South Carolina,Columbia,Mission Hope Foundation,"2304 Kneece Road, Columbia, SC",(803) 462-9954
South Carolina,Columbia,Islamic Center of Irmo,"7232 Broad River Road, Irmo, SC",(803) 250-5576
South Carolina,Greenville,Islamic Center of Asheville,"941 Old Fairview Rd, Asheville, NC",(828) 277-5505
South Carolina,Greenville,Masjid Fatimah ,"781 Islamville Way, York, SC",(803) 684-4986
South Carolina,Greenville,Islamic Center of Wilmington,"6336 Myrtle Grove Road, Wilmington, NC",(910) 793-9333
South Carolina,Greenville,Islamic Society of Greenville,"96 Meridian Avenue, Taylors, SC",(864) 292-2219
South Carolina,Greenville,Masjid As-Salam,"222 West Main Street, Rock Hill, SC",(704) 705-9908
South Carolina,Greenville,Islamic Community Center of South Charlotte,"1049 Gant Road, Fort Mill, SC",(704) 900-1964
South Carolina,Greenville,Upstate Islamic Center,"1601 Clement Road, Greer, SC",(864) 848-4883
South Carolina,Greenville,Al-Murtaza Islamic Center,"607 Lyman Road, Inman, SC",(864) 707-1038
South Carolina,Myrtle Beach,Grand Strand Islamic Center,"4328 Waccamaw Blvd., Myrtle Beach, SC",(843) 647-5266
South Dakota,Eastern,Islamic Society of Brookings,"724 11th Avenue, Brookings, SD",(605) 697-6187
South Dakota,Eastern,Islamic Center of Sioux Falls,"1909 East 6th Street, Sioux Falls, SD",(605) 333-2005
South Dakota,Eastern,Masjid Attakwa,"701 South Garfield Avenue, Sioux Falls, SD",(605) 951-3338
South Dakota,Eastern,Muslim Community Center of South Dakota,"3932 South Western Avenue, Sioux Falls, SD",(605) 221-4044
Tennessee,East Tennessee,Muslim Community of Knoxville,"100 13th Street, Knoxville, TN",(865) 637-8172
Tennessee,East Tennessee,Masjid Muhammad,"1410 Cemetery Avenue, Chattanooga, TN",(423) 756-4917
Tennessee,East Tennessee,Muslim Community of Northeast Tennessee,"3010 Antioch Road, Johnson City, TN",(423) 975-6681
Tennessee,East Tennessee,Ahlulbayt Islamic Center,"3607 Chapman Highway, Knoxville, TN",(865) 244-9461
Tennessee,East Tennessee,The Qur'an Center,"8044 Ray Mears Blvd, Knoxville, TN",(865) 660-3661
Tennessee,Middle Tennessee,Al Farooq Mosque,"1421 4th Avenue South, Nashville, TN",(615) 313-8844
Tennessee,Middle Tennessee,Islamic Center of Williamson County,"1724 Carothers Parkway, Brentwood, TN",(615) 261-9909
Tennessee,Middle Tennessee,Imam Mahdi Islamic Centre,"404 Wingrove Street, Nashville, TN",(615) 256-2434
Tennessee,Middle Tennessee,ICN Bellevue Mosque,"7337 Charlotte Pike, Nashville, TN",(615) 544-5521
Tennessee,Middle Tennessee,Islamic Center of Murfreesboro ,"2605 Veals Road, Murfreesboro, TN",(615) 890-1551
Tennessee,Middle Tennessee,Islamic Center of Nashville,"2515 12th Avenue South, Nashville, TN",(615) 385-9379
Tennessee,Middle Tennessee,Salahadden Center of Nashville,"364 Elysian Field Court, Nashville, TN",(615) 333-0530
Tennessee,Middle Tennessee,Islamic Center of Columbia,"500 Carter Street, Columbia, TN",(931) 446-0078
Tennessee,Middle Tennessee,Islamic Center of Clarksville,"202 Uffelman Drive, Clarksville, TN",(931) 552-6640
Tennessee,Middle Tennessee,Islamic Center of Tennessee,"5400 Bell Forge Lane East, Antioch, TN",(615) 731-8895
Tennessee,Middle Tennessee,Al Zahra Center of Nashville,"3720 North Natchez Court, Nashville, TN",(615) 496-4278
Tennessee,Middle Tennessee,The Islamic Community Center of Murray City,"814 Coldwater Road, Murray, KY",(270) 762-2752
Tennessee,Middle Tennessee,Islamic Center of Paducah,"760 Berger Road, Paducah, KY",(270) 558-4559
Tennessee,Middle Tennessee,Imamia Nashville,"404 Wingrove Street, Nashville, TN",(615) 852-5414
Tennessee,Middle Tennessee,Masjid As-Salaam,"1038 Murfreesboro Pike, Nashville , TN",(615) 678-7450
Tennessee,West Tennessee,Masjed Al Nour,"B-10 Grove Apartments, Martin, TN",(731) 881-7249
Tennessee,West Tennessee,Memphis Islamic Center,"10225 Humphrey Road, Fisherville, TN",(901) 231-9340
Tennessee,West Tennessee,Muslim Society of Memphis,"1065 Stratford Road, Memphis, TN",(901) 685-8906
Tennessee,West Tennessee,Masjid Ar-Rehman,"7906 Lowrance Road, Memphis, TN",(901) 756-4794
Tennessee,West Tennessee,Masjid Al-Muminun,"4412 South 3rd Street, Memphis, TN",(901) 789-1904
Tennessee,West Tennessee,Masjid At-Taqwa,"1819 Winchester Road, Memphis, TN",(901) 438-9133
Tennessee,West Tennessee,Alrasool Islamic Center ,"5311 Stage Road, Memphis, TN",(901) 315-5171
Tennessee,West Tennessee,Masjid Al-Muslimeen,"3141 Directors Row, Memphis, TN",(901) 347-2097
Tennessee,West Tennessee,Islamic Center of Jackson,"1742 Airways Blvd., Jackson, TN",(731) 423-1818
Tennessee,West Tennessee,Islamic Association of Greater Memphis,"3529 Mynders Avenue, Memphis, TN",(901) 432-0761
Texas,East Houston,ISGH Masjid Ar-Rahmah,"4000 Hutto Blvd., Baytown, TX",(281) 428-8682
Texas,East Houston,ISGH NorthShore Masjid,"13818 Brownsville, Houston, TX",(713) 455-0786
Texas,East Houston,Maxey Road Mosque,"225 Maxey Road, Houston, TX",(713) 455-8786
Texas,Inner Loop,Muslim Community Center of IHOF,"8389 Almeda Road, Houston, TX",(800) 737-7373
Texas,Inner Loop,Islamic Da'wah Center,"201 Travis Street, Houston, TX",(713) 223-3311
Texas,Inner Loop,ISGH Main Center,"3110 Eastside Street, Houston, TX",(713) 524-6615
Texas,Inner Loop,Al-Muhiymin Masjid,"3103 Cleburne Street, Houston, TX",(713) 529-6305
Texas,Inner Loop,CHI St. Luke's Baylor Hospital ,"6720 Bertner Avenue, Houston, TX",(832) 355-3258
Texas,Northeast Houston,Kingwood Islamic Center,"22001 East Martin Drive, Porter, TX",(281) 354-6400
Texas,Northeast Houston,Humble Prayer Hall,"7211 Farm to Market 1960 Bypass, Humble, TX",(713) 446-5453
Texas,Northeast Houston,Masjid-e-Fatima tuz Zahra,"22040 West Ford Road, Porter, TX",(346) 213-8338
Texas,Northeast Houston,Masjid At-Tawhid,"5514 Hirsch Road, Houston, TX",(713) 474-4044
Texas,Northeast Houston,Masjid Ghouse Azam,"5511 Farm to Market 1960, Humble, TX",(832) 366-4476
Texas,Northwest Houston,ISGH Masjid As-Salam,"16700 Old Louetta Road, Spring, TX",(281) 257-2575
Texas,Northwest Houston,ISGH Woodlands Islamic Center,"1701 Sawdust Road, The Woodlands, TX",(786) 525-9449
Texas,Northwest Houston,Full Learning An Academy of Houston,"9203 Jackrabbit Road, Houston, TX",(281) 345-1178
Texas,Northwest Houston,Islamic Outreach Center,"19025 Wilks Drive, Cypress, TX",(713) 261-4512
Texas,Northwest Houston,MAS Islamic Center,"3115 North Fry Road, Katy, TX",(832) 643-2428
Texas,Northwest Houston,Cyfair Peace Center,"10762 FM 1960 Road West, Houston, TX",(713) 885-8214
Texas,Northwest Houston,Masjid El-Farouq,"1207 Conrad Sauer Drive, Houston, TX",(713) 465-2020
Texas,Northwest Houston,ISGH Masjid Al-Mustafa,"17250 Coventry Park Drive, Houston, TX",(281) 859-8203
Texas,Northwest Houston,Masjid Al-Ahad,"19214 Clay Road, Suite K, Katy, TX",(281) 859-5550
Texas,Northwest Houston,First Talim Masjid Muhammad,"505 East 40 1/2 Street, Houston, TX",(713) 694-5728
Texas,Northwest Houston,Tayabba Mosque,"21925 Franz Road, Katy, TX",(281) 347-3426
Texas,Northwest Houston,Masjid E Mohammedi,"17730 Coventry Park Drive, Houston, TX",(214) 914-0745
Texas,Northwest Houston,ISGH Cypress Islamic Center,"16103 Cypress Rosehill Road, Cypress, TX",(832) 287-9681
Texas,Northwest Houston,ISGH Masjid Bilal - North Zone,"11815 Adel Road, Houston, TX",(281) 537-1946
Texas,Southeast Houston,Clear Lake Masjid,"16400 Sea Lark Road, Houston, TX",(281) 461-8800
Texas,Southeast Houston,Clear Lake Islamic Centre,"17511 El Camino Real, Houston, TX",(281) 480-3325
Texas,Southeast Houston,Quba Islamic Institute ,"730 Farm to Market Road 1959, Houston, TX",(281) 464-3808
Texas,Southeast Houston,Masjid Uthman Ibn Affan,"921 Broadway Street, Galveston, TX",(409) 750-8555
Texas,Southeast Houston,Pearland Islamic Center,"1530 Garden Road, Pearland, TX",(281) 412-0478
Texas,Southeast Houston,Masjid Al Shareef,"7428 Lindencrest Street, Houston, TX",(713) 242-6969
Texas,Southeast Houston,Pearland Musallah,"6057 Broadway Street, Pearland, TX",(281) 412-0478
Texas,Southeast Houston,Texas City Masjid,"4926 Texas Avenue, Texas City, TX",(409) 933-0253
Texas,Southeast Houston,Al Quresh Masjid,"12419 Scarsdale Boulevard, Houston, TX",(832) 230-9593
Texas,Southeast Houston,ASIA Center,"618 Barringer Lane, Webster, TX",(281) 480-2800
Texas,Southeast Houston,ISGH Masjid Abu Bakr Siddque,"8830 Old Galveston Road, Houston, TX",(713) 947-0394
Texas,Southwest Houston,Islamic Education Center,"2313 South Voss Road, Houston, TX",(713) 787-5000
Texas,Southwest Houston,Masjid Al-Rasool Al-Akram,"9300 South Course Drive, Houston, TX",(281) 988-0330
Texas,Southwest Houston,Al-Ghadeer,"9260 South Course Drive, Houston, TX",(281) 879-6996
Texas,Southwest Houston,Nigerian Muslim Ass'n of Greater Houston,"8875 Benning Drive, Houston, TX",(713) 271-5221
Texas,Southwest Houston,MAS Katy Center,"1800 Baker Road, Houston, TX",(281) 829-0600
Texas,Southwest Houston,ISGH Masjid Hamza,"6233 Tres Lagunas, Houston, TX",(281) 575-9554
Texas,Southwest Houston,Masjid Al-Qur'an (Mercy Community Center),"5920 Hillcroft Street, Houston, TX",(713) 780-2880
Texas,Southwest Houston,"The Blue Mosque, Houston","9301 West Bellfort Street, Houston, TX",(832) 845-5078
Texas,Southwest Houston,Suffah Center Mosque,"2525 Friendswood Link Road, Webster, TX",(281) 827-8718
Texas,Southwest Houston,ISGH South Zone Masjid,"610 Brand Lane, Stafford, TX",(281) 261-6615
Texas,Southwest Houston,ISGH Masjid Attaqwa,"10415 Synott Road, Sugar Land, TX",(281) 495-3403
Texas,Southwest Houston,Al-Noor Society Central Masjid,"6443 Prestwood Drive, Houston, TX",(713) 779-1304
Texas,Southwest Houston,Faizan e Madinah,"13130 Alston Rd , Sugar Land, TX",(713) 459-1581
Texas,Southwest Houston,Madrasah Islamiah,"6665 Bintliff Drive, Houston, TX",(713) 772-7000
Texas,Southwest Houston,ISGH Masjid Maryam,"504 Sartartia Road, Sugar Land, TX",(713) 459-5700
Texas,Southwest Houston,ISGH Wilcrest Masjid,"11246 South Wilcrest, Houston, TX",(281) 568-6615
Texas,Southwest Houston,Muhammadi Masjid,"11830 Corona Lane, Houston, TX",(281) 498-6666
Texas,Southwest Houston,Al-Murtaza Markazi Imambargah,"14903 Bellaire Blvd., Houston, TX",(832) 328-1400
Texas,Southwest Houston,Makkah Masjid,"3505 S Dairy Ashford Street, Houston, TX",(281) 496-5225
Texas,Southwest Houston,Masjidul Aala,"11951 Bissonnet, Houston, TX",(281) 568-5869
Texas,Southwest Houston,Masjid al Jama,"6550 Tarnef Drive, Houston, TX",(713) 777-5262
Texas,Southwest Houston,Madrasah Al-Qur'an,"6540 Tarnef Drive, Houston, TX",(713) 777-4255
Texas,Southwest Houston,Zun Nurain Islamic Community Center,"19338 Kensington Drive, Sugar Land, TX",(713) 933-8500
Texas,Southwest Houston,Adam Masjid,"341 Southwestern Blvd, Sugar Land, TX",(281) 201-2152
Texas,Southwest Houston,United American Muslim Association,"7818 Bellaire Blvd., Houston, TX",(201) 417-1987
Texas,Southwest Houston,Darul Uloom School of Excellence,"16300 Old Richmond Road, Sugar Land, TX",(281) 495-1916
Texas,Southwest Houston,Darul Uloom Texas,"11920 South Texas 6, Sugar Land, TX",(713) 205-6129
Texas,Southwest Houston,Ahlul Bayt Foundation of America,"12256 Old Walters Road, Houston, TX",(512) 731-0786
Texas,Southwest Houston,Hawa Masjid,"5880 Ranchester Drive, Houston, TX",(713) 291-1122
Texas,Southwest Houston,Masjid Istiqlal Houston,"15303 McKaskle Road, Sugar Land, TX",(832) 598-8036
Texas,Southwest Houston,Dar-e-Abbas Islamic Center,"12121 Veterans Memorial Drive, Houston, TX",(832) 283-9347
Texas,Southwest Houston,New Almeda Masjid,"2222 Mansard Street, Houston, TX",(713) 799-9904
Texas,Southwest Houston,Masjid Yaseen,"5615 Richmond Avenue, Houston, TX",(832) 459-6475
Texas,Southwest Houston,Richmond Islamic Community Center,"5530 Long Prairie Trace, Richmond, TX",(713) 377-8179
Texas,Southwest Houston,IQRA/Masjid-e-Ghufran,"2416 Texas Parkway, Missouri City, TX",(281) 406-5195
Texas,Southwest Houston,Madina Masjid,"11322 Westheimer Road, Houston, TX",(832) 524-3271
Texas,Southwest Houston,Madina Mosque,"7800 Bissonet Street, Houston, TX",(713) 981-1435
Texas,Austin/Round Rock Metro,North Austin Muslim Community Center,"11900 North Lamar Blvd., Austin, TX",(512) 491-7148
Texas,Austin/Round Rock Metro,Islamic Center of Brushy Creek,"1950 Brushy Creek Road, Cedar Park, TX",(512) 850-4786
Texas,Austin/Round Rock Metro,Islamic Center of Lake Travis,"4701 Doss Road, Austin, TX",(512) 626-0732
Texas,Austin/Round Rock Metro,Islamic Ahlul Bayt Association,"12460 Los Indios Trail, Austin, TX",(512) 291-9855
Texas,Austin/Round Rock Metro,Islamic Center of Greater Austin,"5110 Manor Road, Austin, TX",(512) 926-9221
Texas,Austin/Round Rock Metro,Nueces Mosque,"1906 Nueces Street, Austin, TX",(512) 926-9221
Texas,Austin/Round Rock Metro,Islamic Center of Round Rock,"1951 Hampton Lane, Round Rock, TX",(512) 730-3644
Texas,Austin/Round Rock Metro,Islamic Center of Pflugerville,"15803 Windermere Drive, Pflugerville, TX",(512) 677-4252
Texas,Austin/Round Rock Metro,Raindrop Foundation,"12400 Amherst Drive, Austin, TX",(512) 873-7355
Texas,Austin/Round Rock Metro,Sufi Center of Austin,"4804 Grover Avenue, Austin, TX",(512) 302-6700
Texas,Austin/Round Rock Metro,East Austin Community of al-Islam,"3701 East MLK Jr. Blvd., Austin, TX",(512) 222-8397
Texas,Austin/Round Rock Metro,Masjid Ibrahim (New Mosque),"8521 Texas 71, Austin, TX",(512) 693-2924
Texas,College Station,Islamic Community of Bryan/College Station,"417 Stasney Street, College Station, TX",(979) 846-4222
Texas,College Station,Masjid Al-Ummah,"2804 Lake Road, Huntsville, TX",(832) 614-0945
Texas,College Station,Islamic Center of College Station/Bryan,"106 Sulphur Springs Road, Bryan, TX",(979) 393-8700
Texas,College Station,Raindrop Türkevi,"4021 East 29th Street, Bryan, TX",(979) 268-1317
Texas,Dallas-Fort Worth,Islamic Association of Carrollton,"1901 Kelly Blvd., Carrollton, TX",(972) 466-1191
Texas,Dallas-Fort Worth,Islamic Association of Mesquite,"2409 Gus Thomasson Road, Mesquite, TX",(972) 270-6824
Texas,Dallas-Fort Worth,Islamic Association of Lewisville & Flower Mound,"3430 Peters Colony Road, Flower Mound, TX",(972) 691-5566
Texas,Dallas-Fort Worth,Masjid Taqullah,"4737 Village Fair Drive, Dallas, TX",(214) 371-2772
Texas,Dallas-Fort Worth,Islamic Association of Fort Worth,"6001 Chapman Road, Watauga, TX",(817) 605-0863
Texas,Dallas-Fort Worth,Dallas Masjid of Al-Islam,"2604 South Harwood Street, Dallas, TX",(214) 421-3839
Texas,Dallas-Fort Worth,East Plano Islamic Center,"1360 Star Court, Plano, TX",(972) 424-0340
Texas,Dallas-Fort Worth,Dar Alhuda Islamic Center,"1245 Karla Drive, Hurst, TX",(817) 280-0201
Texas,Dallas-Fort Worth,Mansfield Islamic Center,"6401 New York Avenue, Arlington, TX",(817) 465-1115
Texas,Dallas-Fort Worth,Mesquite Islamic Center,"2419 Franklin Drive, Mesquite, TX",(214) 415-1446
Texas,Dallas-Fort Worth,Zia ul Quran,"2425 Carter Drive, Arlington, TX",(817) 265-8500
Texas,Dallas-Fort Worth,East Texas Islamic Association,"1703 Live Oak Street, Commerce, TX",(903) 348-1791
Texas,Dallas-Fort Worth,Islamic Center of Southlake,"1280 North Carroll Avenue, Southlake, TX",(817) 912-1063
Texas,Dallas-Fort Worth,Masjid An-Noor,"616 Rayburn Drive, DeSoto, TX",(214) 893-5168
Texas,Dallas-Fort Worth,Keller Islamic Center,"3601 Keller Hicks Road, Keller, TX",(972) 755-9542
Texas,Dallas-Fort Worth,Bayt Al-Karim Islamic Center,"4500 Columbus Trail, Fort Worth, TX",(682) 200-2404
Texas,Dallas-Fort Worth,Islamic Center of Irving,"2555 Esters Road, Irving, TX",(972) 812-2230
Texas,Dallas-Fort Worth,Islamic Association of Collin County,"6401 Independence Parkway, Plano, TX",(972) 491-5800
Texas,Dallas-Fort Worth,Metroplex Organization of Muslims in North Texas,"1019 Perry Street, Irving, TX",(972) 554-0200
Texas,Dallas-Fort Worth,Islamic Association of North Texas,"840 Abrams Road, Richardson, TX",(972) 231-5698
Texas,Dallas-Fort Worth,Dar Elsalam Islamic Center,"500 West Road To Six Flags, Arlington, TX",(817) 265-2596
Texas,Dallas-Fort Worth,Islamic Association of Mid-Cities,"500 Cheek-Sparger Road, Colleyville, TX",(817) 788-8820
Texas,Dallas-Fort Worth,Valley Ranch Islamic Center,"9940 Valley Ranch Pkwy West, Irving, TX",(214) 496-9000
Texas,Dallas-Fort Worth,Islamic Association of Tarrant County,"4901 Diaz Avenue, Fort Worth, TX",(817) 737-8104
Texas,Dallas-Fort Worth,Madinah Masjid of Carrollton,"2180 Old Denton Road, Carrollton, TX",(972) 466-1211
Texas,Dallas-Fort Worth,Masjid Al-Haqq,"2723 Alaska Avenue, Oak Cliff, TX",(214) 371-6390
Texas,Dallas-Fort Worth,Islamic Association of Allen,"909 Allen Central Drive, Allen, TX",(972) 908-3330
Texas,Dallas-Fort Worth,Islamic Center of South Dallas,"2806 Martin Luther King Blvd., Dallas, TX",(214) 421-2022
Texas,Dallas-Fort Worth,Islamic Association of Fort Worth,"5747 Westcreek Drive, Fort Worth, TX",(817) 294-1234
Texas,Dallas-Fort Worth,Islamic Society of Arlington,"1700 South Center Street, Arlington, TX",(817) 795-1121
Texas,Dallas-Fort Worth,Islamic Society of Denton,"1105 Greenlee Street, Denton, TX",(940) 484-1871
Texas,Dallas-Fort Worth,Allah's House of Islam,"4752 Nome Street, Dallas, TX",(214) 372-3741
Texas,Dallas-Fort Worth,Masjid Ansar Allah,"3455 Roberts Avenue, Dallas, TX",(214) 565-9225
Texas,Dallas-Fort Worth,Muslim Association of Plano,"2828 West Parker Road, Suite 300, Plano, TX",(214) 985-7591
Texas,Dallas-Fort Worth,Texoma Mosque,"3601 Holly Drive, Dennison, TX",(214) 893-6979
Texas,Dallas-Fort Worth,Duncanvile Islamic Center,"1419 Acton Avenue, Duncanville, TX",(972) 709-5042
Texas,Dallas-Fort Worth,Islamic Center of Frisco,"11137 Frisco Street, Frisco, TX",(972) 999-1906
Texas,Dallas-Fort Worth,Institute of Islamic Learning in the Metroplex,"2101 West Plano Parkway, Plano, TX",(214) 755-1768
Texas,Dallas-Fort Worth,Islamic Unity Center,"1207 Country Club Lane, Fort Worth, TX",(817) 496-5281
Texas,Dallas-Fort Worth,Pleasant Grove Islamic Center,"1346 North Masters Drive, Dallas, TX",(972) 216-3993
Texas,Dallas-Fort Worth,Masjid Al-Quran,"2420 Cedar Crest Boulevard, Dallas, TX",(214) 948-3040
Texas,Dallas-Fort Worth,Dallas Islamic Center,"1416 East Collins Boulevard, Richardson, TX",(888) 438-0881
Texas,Dallas-Fort Worth,Imam Ali Islamic Center,"2330 Dalworth Street, Grand Prairie, TX",(817) 655-0551
Texas,Dallas-Fort Worth,Garland Makkah Masjid,"3301 West Buckingham Road, Garland, TX",(972) 675-4000
Texas,Dallas-Fort Worth,Masjid Al-Hedayah,"8601 Randol Mill Road, Fort Worth, TX",(817) 265-6667
Texas,Dallas-Fort Worth,Islamic Society of Wichita Falls,"1701 Trigg Lane, Wichita Falls, TX",(940) 855-7529
Texas,Dallas-Fort Worth,Institute of Quran & Ahlulbayt,"1112 Milam Way, Carrollton, TX",(972) 417-2683
Texas,Dallas-Fort Worth,McKinney Masjid,"2940 West Eldorado Parkway, McKinney, TX",(214) 682-9071
Texas,Dallas-Fort Worth,Masjid Al Salaam,"248 3rd Street NE, Paris, TX",(903) 732-4976
